,path,emotion
772,data/training\Actor_26\26_01_01_01_shirt_sad.wav,sad
773,data/training\Actor_26\26_01_01_01_should_sad.wav,sad
774,data/training\Actor_26\26_01_01_01_shout_sad.wav,sad
775,data/training\Actor_26\26_01_01_01_size_sad.wav,sad
776,data/training\Actor_26\26_01_01_01_soap_sad.wav,sad
777,data/training\Actor_26\26_01_01_01_soup_sad.wav,sad
778,data/training\Actor_26\26_01_01_01_sour_sad.wav,sad
779,data/training\Actor_26\26_01_01_01_south_sad.wav,sad
780,data/training\Actor_26\26_01_01_01_sub_sad.wav,sad
781,data/training\Actor_26\26_01_01_01_such_sad.wav,sad
782,data/training\Actor_26\26_01_01_01_sure_sad.wav,sad
783,data/training\Actor_26\26_01_01_01_take_sad.wav,sad
784,data/training\Actor_26\26_01_01_01_talk_sad.wav,sad
785,data/training\Actor_26\26_01_01_01_tape_sad.wav,sad
786,data/training\Actor_26\26_01_01_01_time_sad.wav,sad
787,data/training\Actor_26\26_01_01_01_tip_sad.wav,sad
788,data/training\Actor_26\26_01_01_01_tire_sad.wav,sad
789,data/training\Actor_26\26_01_01_01_ton_sad.wav,sad
790,data/training\Actor_26\26_01_01_01_tool_sad.wav,sad
791,data/training\Actor_26\26_01_01_01_tough_sad.wav,sad
792,data/training\Actor_26\26_01_01_01_turn_sad.wav,sad
793,data/training\Actor_26\26_01_01_01_vine_sad.wav,sad
794,data/training\Actor_26\26_01_01_01_voice_sad.wav,sad
795,data/training\Actor_26\26_01_01_01_void_sad.wav,sad
796,data/training\Actor_26\26_01_01_01_vote_sad.wav,sad
797,data/training\Actor_26\26_01_01_01_wag_sad.wav,sad
798,data/training\Actor_26\26_01_01_01_walk_sad.wav,sad
799,data/training\Actor_26\26_01_01_01_wash_sad.wav,sad
800,data/training\Actor_26\26_01_01_01_week_sad.wav,sad
801,data/training\Actor_26\26_01_01_01_wheat_sad.wav,sad
802,data/training\Actor_26\26_01_01_01_when_sad.wav,sad
803,data/training\Actor_26\26_01_01_01_which_sad.wav,sad
804,data/training\Actor_26\26_01_01_01_whip_sad.wav,sad
805,data/training\Actor_26\26_01_01_01_white_sad.wav,sad
806,data/training\Actor_26\26_01_01_01_wife_sad.wav,sad
807,data/training\Actor_26\26_01_01_01_wire_sad.wav,sad
808,data/training\Actor_26\26_01_01_01_witch_sad.wav,sad
809,data/training\Actor_26\26_01_01_01_yearn_sad.wav,sad
810,data/training\Actor_26\26_01_01_01_yes_sad.wav,sad
811,data/training\Actor_26\26_01_01_01_young_sad.wav,sad
812,data/training\Actor_26\26_01_01_01_youth_sad.wav,sad
813,data/training\Actor_01\03-01-02-01-01-01-01_calm.wav,calm
814,data/training\Actor_01\03-01-02-01-01-02-01_calm.wav,calm
815,data/training\Actor_01\03-01-02-01-02-01-01_calm.wav,calm
816,data/training\Actor_01\03-01-02-01-02-02-01_calm.wav,calm
817,data/training\Actor_01\03-01-02-02-01-01-01_calm.wav,calm
818,data/training\Actor_01\03-01-02-02-01-02-01_calm.wav,calm
819,data/training\Actor_01\03-01-02-02-02-01-01_calm.wav,calm
820,data/training\Actor_01\03-01-02-02-02-02-01_calm.wav,calm
821,data/training\Actor_01\03-02-02-01-01-01-01_calm.wav,calm
822,data/training\Actor_01\03-02-02-01-01-02-01_calm.wav,calm
823,data/training\Actor_01\03-02-02-01-02-01-01_calm.wav,calm
824,data/training\Actor_01\03-02-02-01-02-02-01_calm.wav,calm
825,data/training\Actor_01\03-02-02-02-01-01-01_calm.wav,calm
826,data/training\Actor_01\03-02-02-02-01-02-01_calm.wav,calm
827,data/training\Actor_01\03-02-02-02-02-01-01_calm.wav,calm
828,data/training\Actor_01\03-02-02-02-02-02-01_calm.wav,calm
829,data/training\Actor_02\03-01-02-01-01-01-02_calm.wav,calm
830,data/training\Actor_02\03-01-02-01-01-02-02_calm.wav,calm
831,data/training\Actor_02\03-01-02-01-02-01-02_calm.wav,calm
832,data/training\Actor_02\03-01-02-01-02-02-02_calm.wav,calm
833,data/training\Actor_02\03-01-02-02-01-01-02_calm.wav,calm
834,data/training\Actor_02\03-01-02-02-01-02-02_calm.wav,calm
835,data/training\Actor_02\03-01-02-02-02-01-02_calm.wav,calm
836,data/training\Actor_02\03-01-02-02-02-02-02_calm.wav,calm
837,data/training\Actor_02\03-02-02-01-01-01-02_calm.wav,calm
838,data/training\Actor_02\03-02-02-01-01-02-02_calm.wav,calm
839,data/training\Actor_02\03-02-02-01-02-01-02_calm.wav,calm
840,data/training\Actor_02\03-02-02-01-02-02-02_calm.wav,calm
841,data/training\Actor_02\03-02-02-02-01-01-02_calm.wav,calm
842,data/training\Actor_02\03-02-02-02-01-02-02_calm.wav,calm
843,data/training\Actor_02\03-02-02-02-02-01-02_calm.wav,calm
844,data/training\Actor_02\03-02-02-02-02-02-02_calm.wav,calm
845,data/training\Actor_03\03-01-02-01-01-01-03_calm.wav,calm
846,data/training\Actor_03\03-01-02-01-01-02-03_calm.wav,calm
847,data/training\Actor_03\03-01-02-01-02-01-03_calm.wav,calm
848,data/training\Actor_03\03-01-02-01-02-02-03_calm.wav,calm
849,data/training\Actor_03\03-01-02-02-01-01-03_calm.wav,calm
850,data/training\Actor_03\03-01-02-02-01-02-03_calm.wav,calm
851,data/training\Actor_03\03-01-02-02-02-01-03_calm.wav,calm
852,data/training\Actor_03\03-01-02-02-02-02-03_calm.wav,calm
853,data/training\Actor_03\03-02-02-01-01-01-03_calm.wav,calm
854,data/training\Actor_03\03-02-02-01-01-02-03_calm.wav,calm
855,data/training\Actor_03\03-02-02-01-02-01-03_calm.wav,calm
856,data/training\Actor_03\03-02-02-01-02-02-03_calm.wav,calm
857,data/training\Actor_03\03-02-02-02-01-01-03_calm.wav,calm
858,data/training\Actor_03\03-02-02-02-01-02-03_calm.wav,calm
859,data/training\Actor_03\03-02-02-02-02-01-03_calm.wav,calm
860,data/training\Actor_03\03-02-02-02-02-02-03_calm.wav,calm
861,data/training\Actor_04\03-01-02-01-01-01-04_calm.wav,calm
862,data/training\Actor_04\03-01-02-01-01-02-04_calm.wav,calm
863,data/training\Actor_04\03-01-02-01-02-01-04_calm.wav,calm
864,data/training\Actor_04\03-01-02-01-02-02-04_calm.wav,calm
865,data/training\Actor_04\03-01-02-02-01-01-04_calm.wav,calm
866,data/training\Actor_04\03-01-02-02-01-02-04_calm.wav,calm
867,data/training\Actor_04\03-01-02-02-02-01-04_calm.wav,calm
868,data/training\Actor_04\03-01-02-02-02-02-04_calm.wav,calm
869,data/training\Actor_04\03-02-02-01-01-01-04_calm.wav,calm
870,data/training\Actor_04\03-02-02-01-01-02-04_calm.wav,calm
871,data/training\Actor_04\03-02-02-01-02-01-04_calm.wav,calm
872,data/training\Actor_04\03-02-02-01-02-02-04_calm.wav,calm
873,data/training\Actor_04\03-02-02-02-01-01-04_calm.wav,calm
874,data/training\Actor_04\03-02-02-02-01-02-04_calm.wav,calm
875,data/training\Actor_04\03-02-02-02-02-01-04_calm.wav,calm
876,data/training\Actor_04\03-02-02-02-02-02-04_calm.wav,calm
877,data/training\Actor_05\03-01-02-01-01-01-05_calm.wav,calm
878,data/training\Actor_05\03-01-02-01-01-02-05_calm.wav,calm
879,data/training\Actor_05\03-01-02-01-02-01-05_calm.wav,calm
880,data/training\Actor_05\03-01-02-01-02-02-05_calm.wav,calm
881,data/training\Actor_05\03-01-02-02-01-01-05_calm.wav,calm
882,data/training\Actor_05\03-01-02-02-01-02-05_calm.wav,calm
883,data/training\Actor_05\03-01-02-02-02-01-05_calm.wav,calm
884,data/training\Actor_05\03-01-02-02-02-02-05_calm.wav,calm
885,data/training\Actor_05\03-02-02-01-01-01-05_calm.wav,calm
886,data/training\Actor_05\03-02-02-01-01-02-05_calm.wav,calm
887,data/training\Actor_05\03-02-02-01-02-01-05_calm.wav,calm
888,data/training\Actor_05\03-02-02-01-02-02-05_calm.wav,calm
889,data/training\Actor_05\03-02-02-02-01-01-05_calm.wav,calm
890,data/training\Actor_05\03-02-02-02-01-02-05_calm.wav,calm
891,data/training\Actor_05\03-02-02-02-02-01-05_calm.wav,calm
892,data/training\Actor_05\03-02-02-02-02-02-05_calm.wav,calm
893,data/training\Actor_06\03-01-02-01-01-01-06_calm.wav,calm
894,data/training\Actor_06\03-01-02-01-01-02-06_calm.wav,calm
895,data/training\Actor_06\03-01-02-01-02-01-06_calm.wav,calm
896,data/training\Actor_06\03-01-02-01-02-02-06_calm.wav,calm
897,data/training\Actor_06\03-01-02-02-01-01-06_calm.wav,calm
898,data/training\Actor_06\03-01-02-02-01-02-06_calm.wav,calm
899,data/training\Actor_06\03-01-02-02-02-01-06_calm.wav,calm
900,data/training\Actor_06\03-01-02-02-02-02-06_calm.wav,calm
901,data/training\Actor_06\03-02-02-01-01-01-06_calm.wav,calm
902,data/training\Actor_06\03-02-02-01-01-02-06_calm.wav,calm
903,data/training\Actor_06\03-02-02-01-02-01-06_calm.wav,calm
904,data/training\Actor_06\03-02-02-01-02-02-06_calm.wav,calm
905,data/training\Actor_06\03-02-02-02-01-01-06_calm.wav,calm
906,data/training\Actor_06\03-02-02-02-01-02-06_calm.wav,calm
907,data/training\Actor_06\03-02-02-02-02-01-06_calm.wav,calm
908,data/training\Actor_06\03-02-02-02-02-02-06_calm.wav,calm
909,data/training\Actor_07\03-01-02-01-01-01-07_calm.wav,calm
910,data/training\Actor_07\03-01-02-01-01-02-07_calm.wav,calm
911,data/training\Actor_07\03-01-02-01-02-01-07_calm.wav,calm
912,data/training\Actor_07\03-01-02-01-02-02-07_calm.wav,calm
913,data/training\Actor_07\03-01-02-02-01-01-07_calm.wav,calm
914,data/training\Actor_07\03-01-02-02-01-02-07_calm.wav,calm
915,data/training\Actor_07\03-01-02-02-02-01-07_calm.wav,calm
916,data/training\Actor_07\03-01-02-02-02-02-07_calm.wav,calm
917,data/training\Actor_07\03-02-02-01-01-01-07_calm.wav,calm
918,data/training\Actor_07\03-02-02-01-01-02-07_calm.wav,calm
919,data/training\Actor_07\03-02-02-01-02-01-07_calm.wav,calm
920,data/training\Actor_07\03-02-02-01-02-02-07_calm.wav,calm
921,data/training\Actor_07\03-02-02-02-01-01-07_calm.wav,calm
922,data/training\Actor_07\03-02-02-02-01-02-07_calm.wav,calm
923,data/training\Actor_07\03-02-02-02-02-01-07_calm.wav,calm
924,data/training\Actor_07\03-02-02-02-02-02-07_calm.wav,calm
925,data/training\Actor_08\03-01-02-01-01-01-08_calm.wav,calm
926,data/training\Actor_08\03-01-02-01-01-02-08_calm.wav,calm
927,data/training\Actor_08\03-01-02-01-02-01-08_calm.wav,calm
928,data/training\Actor_08\03-01-02-01-02-02-08_calm.wav,calm
929,data/training\Actor_08\03-01-02-02-01-01-08_calm.wav,calm
930,data/training\Actor_08\03-01-02-02-01-02-08_calm.wav,calm
931,data/training\Actor_08\03-01-02-02-02-01-08_calm.wav,calm
932,data/training\Actor_08\03-01-02-02-02-02-08_calm.wav,calm
933,data/training\Actor_08\03-02-02-01-01-01-08_calm.wav,calm
934,data/training\Actor_08\03-02-02-01-01-02-08_calm.wav,calm
935,data/training\Actor_08\03-02-02-01-02-01-08_calm.wav,calm
936,data/training\Actor_08\03-02-02-01-02-02-08_calm.wav,calm
937,data/training\Actor_08\03-02-02-02-01-01-08_calm.wav,calm
938,data/training\Actor_08\03-02-02-02-01-02-08_calm.wav,calm
939,data/training\Actor_08\03-02-02-02-02-01-08_calm.wav,calm
940,data/training\Actor_08\03-02-02-02-02-02-08_calm.wav,calm
941,data/training\Actor_09\03-01-02-01-01-01-09_calm.wav,calm
942,data/training\Actor_09\03-01-02-01-01-02-09_calm.wav,calm
943,data/training\Actor_09\03-01-02-01-02-01-09_calm.wav,calm
944,data/training\Actor_09\03-01-02-01-02-02-09_calm.wav,calm
945,data/training\Actor_09\03-01-02-02-01-01-09_calm.wav,calm
946,data/training\Actor_09\03-01-02-02-01-02-09_calm.wav,calm
947,data/training\Actor_09\03-01-02-02-02-01-09_calm.wav,calm
948,data/training\Actor_09\03-01-02-02-02-02-09_calm.wav,calm
949,data/training\Actor_09\03-02-02-01-01-01-09_calm.wav,calm
950,data/training\Actor_09\03-02-02-01-01-02-09_calm.wav,calm
951,data/training\Actor_09\03-02-02-01-02-01-09_calm.wav,calm
952,data/training\Actor_09\03-02-02-01-02-02-09_calm.wav,calm
953,data/training\Actor_09\03-02-02-02-01-01-09_calm.wav,calm
954,data/training\Actor_09\03-02-02-02-01-02-09_calm.wav,calm
955,data/training\Actor_09\03-02-02-02-02-01-09_calm.wav,calm
956,data/training\Actor_09\03-02-02-02-02-02-09_calm.wav,calm
957,data/training\Actor_10\03-01-02-01-01-01-10_calm.wav,calm
958,data/training\Actor_10\03-01-02-01-01-02-10_calm.wav,calm
959,data/training\Actor_10\03-01-02-01-02-01-10_calm.wav,calm
960,data/training\Actor_10\03-01-02-01-02-02-10_calm.wav,calm
961,data/training\Actor_10\03-01-02-02-01-01-10_calm.wav,calm
962,data/training\Actor_10\03-01-02-02-01-02-10_calm.wav,calm
963,data/training\Actor_10\03-01-02-02-02-01-10_calm.wav,calm
964,data/training\Actor_10\03-01-02-02-02-02-10_calm.wav,calm
965,data/training\Actor_10\03-02-02-01-01-01-10_calm.wav,calm
966,data/training\Actor_10\03-02-02-01-01-02-10_calm.wav,calm
967,data/training\Actor_10\03-02-02-01-02-01-10_calm.wav,calm
968,data/training\Actor_10\03-02-02-01-02-02-10_calm.wav,calm
969,data/training\Actor_10\03-02-02-02-01-01-10_calm.wav,calm
970,data/training\Actor_10\03-02-02-02-01-02-10_calm.wav,calm
971,data/training\Actor_10\03-02-02-02-02-01-10_calm.wav,calm
972,data/training\Actor_10\03-02-02-02-02-02-10_calm.wav,calm
973,data/training\Actor_11\03-01-02-01-01-01-11_calm.wav,calm
974,data/training\Actor_11\03-01-02-01-01-02-11_calm.wav,calm
975,data/training\Actor_11\03-01-02-01-02-01-11_calm.wav,calm
976,data/training\Actor_11\03-01-02-01-02-02-11_calm.wav,calm
977,data/training\Actor_11\03-01-02-02-01-01-11_calm.wav,calm
978,data/training\Actor_11\03-01-02-02-01-02-11_calm.wav,calm
979,data/training\Actor_11\03-01-02-02-02-01-11_calm.wav,calm
980,data/training\Actor_11\03-01-02-02-02-02-11_calm.wav,calm
981,data/training\Actor_11\03-02-02-01-01-01-11_calm.wav,calm
982,data/training\Actor_11\03-02-02-01-01-02-11_calm.wav,calm
983,data/training\Actor_11\03-02-02-01-02-01-11_calm.wav,calm
984,data/training\Actor_11\03-02-02-01-02-02-11_calm.wav,calm
985,data/training\Actor_11\03-02-02-02-01-01-11_calm.wav,calm
986,data/training\Actor_11\03-02-02-02-01-02-11_calm.wav,calm
987,data/training\Actor_11\03-02-02-02-02-01-11_calm.wav,calm
988,data/training\Actor_11\03-02-02-02-02-02-11_calm.wav,calm
989,data/training\Actor_12\03-01-02-01-01-01-12_calm.wav,calm
990,data/training\Actor_12\03-01-02-01-01-02-12_calm.wav,calm
991,data/training\Actor_12\03-01-02-01-02-01-12_calm.wav,calm
992,data/training\Actor_12\03-01-02-01-02-02-12_calm.wav,calm
993,data/training\Actor_12\03-01-02-02-01-01-12_calm.wav,calm
994,data/training\Actor_12\03-01-02-02-01-02-12_calm.wav,calm
995,data/training\Actor_12\03-01-02-02-02-01-12_calm.wav,calm
996,data/training\Actor_12\03-01-02-02-02-02-12_calm.wav,calm
997,data/training\Actor_12\03-02-02-01-01-01-12_calm.wav,calm
998,data/training\Actor_12\03-02-02-01-01-02-12_calm.wav,calm
999,data/training\Actor_12\03-02-02-01-02-01-12_calm.wav,calm
1000,data/training\Actor_12\03-02-02-01-02-02-12_calm.wav,calm
1001,data/training\Actor_12\03-02-02-02-01-01-12_calm.wav,calm
1002,data/training\Actor_12\03-02-02-02-01-02-12_calm.wav,calm
1003,data/training\Actor_12\03-02-02-02-02-01-12_calm.wav,calm
1004,data/training\Actor_12\03-02-02-02-02-02-12_calm.wav,calm
1005,data/training\Actor_13\03-01-02-01-01-01-13_calm.wav,calm
1006,data/training\Actor_13\03-01-02-01-01-02-13_calm.wav,calm
1007,data/training\Actor_13\03-01-02-01-02-01-13_calm.wav,calm
1008,data/training\Actor_13\03-01-02-01-02-02-13_calm.wav,calm
1009,data/training\Actor_13\03-01-02-02-01-01-13_calm.wav,calm
1010,data/training\Actor_13\03-01-02-02-01-02-13_calm.wav,calm
1011,data/training\Actor_13\03-01-02-02-02-01-13_calm.wav,calm
1012,data/training\Actor_13\03-01-02-02-02-02-13_calm.wav,calm
1013,data/training\Actor_13\03-02-02-01-01-01-13_calm.wav,calm
1014,data/training\Actor_13\03-02-02-01-01-02-13_calm.wav,calm
1015,data/training\Actor_13\03-02-02-01-02-01-13_calm.wav,calm
1016,data/training\Actor_13\03-02-02-01-02-02-13_calm.wav,calm
1017,data/training\Actor_13\03-02-02-02-01-01-13_calm.wav,calm
1018,data/training\Actor_13\03-02-02-02-01-02-13_calm.wav,calm
1019,data/training\Actor_13\03-02-02-02-02-01-13_calm.wav,calm
1020,data/training\Actor_13\03-02-02-02-02-02-13_calm.wav,calm
1021,data/training\Actor_14\03-02-02-01-01-01-14_calm.wav,calm
1022,data/training\Actor_14\03-02-02-01-01-02-14_calm.wav,calm
1023,data/training\Actor_14\03-02-02-01-02-01-14_calm.wav,calm
1024,data/training\Actor_14\03-02-02-01-02-02-14_calm.wav,calm
1025,data/training\Actor_14\03-02-02-02-01-01-14_calm.wav,calm
1026,data/training\Actor_14\03-02-02-02-01-02-14_calm.wav,calm
1027,data/training\Actor_14\03-02-02-02-02-01-14_calm.wav,calm
1028,data/training\Actor_14\03-02-02-02-02-02-14_calm.wav,calm
1029,data/training\Actor_15\03-02-02-01-01-01-15_calm.wav,calm
1030,data/training\Actor_15\03-02-02-01-01-02-15_calm.wav,calm
1031,data/training\Actor_15\03-02-02-01-02-01-15_calm.wav,calm
1032,data/training\Actor_15\03-02-02-01-02-02-15_calm.wav,calm
1033,data/training\Actor_15\03-02-02-02-01-01-15_calm.wav,calm
1034,data/training\Actor_15\03-02-02-02-01-02-15_calm.wav,calm
1035,data/training\Actor_15\03-02-02-02-02-01-15_calm.wav,calm
1036,data/training\Actor_15\03-02-02-02-02-02-15_calm.wav,calm
1037,data/training\Actor_16\03-02-02-01-01-01-16_calm.wav,calm
1038,data/training\Actor_16\03-02-02-01-01-02-16_calm.wav,calm
1039,data/training\Actor_16\03-02-02-01-02-01-16_calm.wav,calm
1040,data/training\Actor_16\03-02-02-01-02-02-16_calm.wav,calm
1041,data/training\Actor_16\03-02-02-02-01-01-16_calm.wav,calm
1042,data/training\Actor_16\03-02-02-02-01-02-16_calm.wav,calm
1043,data/training\Actor_16\03-02-02-02-02-01-16_calm.wav,calm
1044,data/training\Actor_16\03-02-02-02-02-02-16_calm.wav,calm
1045,data/training\Actor_17\03-02-02-01-01-01-17_calm.wav,calm
1046,data/training\Actor_17\03-02-02-01-01-02-17_calm.wav,calm
1047,data/training\Actor_17\03-02-02-01-02-01-17_calm.wav,calm
1048,data/training\Actor_17\03-02-02-01-02-02-17_calm.wav,calm
1049,data/training\Actor_17\03-02-02-02-01-01-17_calm.wav,calm
1050,data/training\Actor_17\03-02-02-02-01-02-17_calm.wav,calm
1051,data/training\Actor_17\03-02-02-02-02-01-17_calm.wav,calm
1052,data/training\Actor_17\03-02-02-02-02-02-17_calm.wav,calm
1053,data/training\Actor_18\03-01-02-01-01-01-18_calm.wav,calm
1054,data/training\Actor_18\03-01-02-01-01-02-18_calm.wav,calm
1055,data/training\Actor_18\03-01-02-01-02-01-18_calm.wav,calm
1056,data/training\Actor_18\03-01-02-01-02-02-18_calm.wav,calm
1057,data/training\Actor_18\03-01-02-02-01-01-18_calm.wav,calm
1058,data/training\Actor_18\03-01-02-02-01-02-18_calm.wav,calm
1059,data/training\Actor_18\03-01-02-02-02-01-18_calm.wav,calm
1060,data/training\Actor_18\03-01-02-02-02-02-18_calm.wav,calm
1061,data/training\Actor_19\03-01-02-01-01-01-19_calm.wav,calm
1062,data/training\Actor_19\03-01-02-01-01-02-19_calm.wav,calm
1063,data/training\Actor_19\03-01-02-01-02-01-19_calm.wav,calm
1064,data/training\Actor_19\03-01-02-01-02-02-19_calm.wav,calm
1065,data/training\Actor_19\03-01-02-02-01-01-19_calm.wav,calm
1066,data/training\Actor_19\03-01-02-02-01-02-19_calm.wav,calm
1067,data/training\Actor_19\03-01-02-02-02-01-19_calm.wav,calm
1068,data/training\Actor_19\03-01-02-02-02-02-19_calm.wav,calm
1069,data/training\Actor_19\03-02-02-01-01-01-19_calm.wav,calm
1070,data/training\Actor_19\03-02-02-01-01-02-19_calm.wav,calm
1071,data/training\Actor_19\03-02-02-01-02-01-19_calm.wav,calm
1072,data/training\Actor_19\03-02-02-01-02-02-19_calm.wav,calm
1073,data/training\Actor_19\03-02-02-02-01-01-19_calm.wav,calm
1074,data/training\Actor_19\03-02-02-02-01-02-19_calm.wav,calm
1075,data/training\Actor_19\03-02-02-02-02-01-19_calm.wav,calm
1076,data/training\Actor_19\03-02-02-02-02-02-19_calm.wav,calm
1077,data/training\Actor_20\03-01-02-01-01-01-20_calm.wav,calm
1078,data/training\Actor_20\03-01-02-01-01-02-20_calm.wav,calm
1079,data/training\Actor_20\03-01-02-01-02-01-20_calm.wav,calm
1080,data/training\Actor_20\03-01-02-01-02-02-20_calm.wav,calm
1081,data/training\Actor_20\03-01-02-02-01-01-20_calm.wav,calm
1082,data/training\Actor_20\03-01-02-02-01-02-20_calm.wav,calm
1083,data/training\Actor_20\03-01-02-02-02-01-20_calm.wav,calm
1084,data/training\Actor_20\03-01-02-02-02-02-20_calm.wav,calm
1085,data/training\Actor_20\03-02-02-01-01-01-20_calm.wav,calm
1086,data/training\Actor_20\03-02-02-01-01-02-20_calm.wav,calm
1087,data/training\Actor_20\03-02-02-01-02-01-20_calm.wav,calm
1088,data/training\Actor_20\03-02-02-01-02-02-20_calm.wav,calm
1089,data/training\Actor_20\03-02-02-02-01-01-20_calm.wav,calm
1090,data/training\Actor_20\03-02-02-02-01-02-20_calm.wav,calm
1091,data/training\Actor_20\03-02-02-02-02-01-20_calm.wav,calm
1092,data/training\Actor_20\03-02-02-02-02-02-20_calm.wav,calm
1093,data/training\Actor_21\03-01-02-01-01-01-21_calm.wav,calm
1094,data/training\Actor_21\03-01-02-01-01-02-21_calm.wav,calm
1095,data/training\Actor_21\03-01-02-01-02-01-21_calm.wav,calm
1096,data/training\Actor_21\03-01-02-01-02-02-21_calm.wav,calm
1097,data/training\Actor_21\03-01-02-02-01-01-21_calm.wav,calm
1098,data/training\Actor_21\03-01-02-02-01-02-21_calm.wav,calm
1099,data/training\Actor_21\03-01-02-02-02-01-21_calm.wav,calm
1100,data/training\Actor_21\03-01-02-02-02-02-21_calm.wav,calm
1101,data/training\Actor_21\03-02-02-01-01-01-21_calm.wav,calm
1102,data/training\Actor_21\03-02-02-01-01-02-21_calm.wav,calm
1103,data/training\Actor_21\03-02-02-01-02-01-21_calm.wav,calm
1104,data/training\Actor_21\03-02-02-01-02-02-21_calm.wav,calm
1105,data/training\Actor_21\03-02-02-02-01-01-21_calm.wav,calm
1106,data/training\Actor_21\03-02-02-02-01-02-21_calm.wav,calm
1107,data/training\Actor_21\03-02-02-02-02-01-21_calm.wav,calm
1108,data/training\Actor_21\03-02-02-02-02-02-21_calm.wav,calm
1109,data/training\Actor_22\03-01-02-01-01-01-22_calm.wav,calm
1110,data/training\Actor_22\03-01-02-01-01-02-22_calm.wav,calm
1111,data/training\Actor_22\03-01-02-01-02-01-22_calm.wav,calm
1112,data/training\Actor_22\03-01-02-01-02-02-22_calm.wav,calm
1113,data/training\Actor_22\03-01-02-02-01-01-22_calm.wav,calm
1114,data/training\Actor_22\03-01-02-02-01-02-22_calm.wav,calm
1115,data/training\Actor_22\03-01-02-02-02-01-22_calm.wav,calm
1116,data/training\Actor_22\03-01-02-02-02-02-22_calm.wav,calm
1117,data/training\Actor_22\03-02-02-01-01-01-22_calm.wav,calm
1118,data/training\Actor_22\03-02-02-01-01-02-22_calm.wav,calm
1119,data/training\Actor_22\03-02-02-01-02-01-22_calm.wav,calm
1120,data/training\Actor_22\03-02-02-01-02-02-22_calm.wav,calm
1121,data/training\Actor_22\03-02-02-02-01-01-22_calm.wav,calm
1122,data/training\Actor_22\03-02-02-02-01-02-22_calm.wav,calm
1123,data/training\Actor_22\03-02-02-02-02-01-22_calm.wav,calm
1124,data/training\Actor_22\03-02-02-02-02-02-22_calm.wav,calm
1125,data/training\Actor_23\03-01-02-01-01-01-23_calm.wav,calm
1126,data/training\Actor_23\03-01-02-01-01-02-23_calm.wav,calm
1127,data/training\Actor_23\03-01-02-01-02-01-23_calm.wav,calm
1128,data/training\Actor_23\03-01-02-01-02-02-23_calm.wav,calm
1129,data/training\Actor_23\03-01-02-02-01-01-23_calm.wav,calm
1130,data/training\Actor_23\03-01-02-02-01-02-23_calm.wav,calm
1131,data/training\Actor_23\03-01-02-02-02-01-23_calm.wav,calm
1132,data/training\Actor_23\03-01-02-02-02-02-23_calm.wav,calm
1133,data/training\Actor_23\03-02-02-01-01-01-23_calm.wav,calm
1134,data/training\Actor_23\03-02-02-01-01-02-23_calm.wav,calm
1135,data/training\Actor_23\03-02-02-01-02-01-23_calm.wav,calm
1136,data/training\Actor_23\03-02-02-01-02-02-23_calm.wav,calm
1137,data/training\Actor_23\03-02-02-02-01-01-23_calm.wav,calm
1138,data/training\Actor_23\03-02-02-02-01-02-23_calm.wav,calm
1139,data/training\Actor_23\03-02-02-02-02-01-23_calm.wav,calm
1140,data/training\Actor_23\03-02-02-02-02-02-23_calm.wav,calm
1141,data/training\Actor_24\03-01-02-01-01-01-24_calm.wav,calm
1142,data/training\Actor_24\03-01-02-01-01-02-24_calm.wav,calm
1143,data/training\Actor_24\03-01-02-01-02-01-24_calm.wav,calm
1144,data/training\Actor_24\03-01-02-01-02-02-24_calm.wav,calm
1145,data/training\Actor_24\03-01-02-02-01-01-24_calm.wav,calm
1146,data/training\Actor_24\03-01-02-02-01-02-24_calm.wav,calm
1147,data/training\Actor_24\03-01-02-02-02-01-24_calm.wav,calm
1148,data/training\Actor_24\03-01-02-02-02-02-24_calm.wav,calm
1149,data/training\Actor_24\03-02-02-01-01-01-24_calm.wav,calm
1150,data/training\Actor_24\03-02-02-01-01-02-24_calm.wav,calm
1151,data/training\Actor_24\03-02-02-01-02-01-24_calm.wav,calm
1152,data/training\Actor_24\03-02-02-01-02-02-24_calm.wav,calm
1153,data/training\Actor_24\03-02-02-02-01-01-24_calm.wav,calm
1154,data/training\Actor_24\03-02-02-02-01-02-24_calm.wav,calm
1155,data/training\Actor_24\03-02-02-02-02-01-24_calm.wav,calm
1156,data/training\Actor_24\03-02-02-02-02-02-24_calm.wav,calm
1157,data/training\Actor_01\01_01_01_01_dogs-sitting_fear.wav,fear
1158,data/training\Actor_01\01_01_01_01_kids-talking_fear.wav,fear
1159,data/training\Actor_01\01_01_01_02_dogs-sitting_fear.wav,fear
1160,data/training\Actor_01\01_01_01_02_kids-talking_fear.wav,fear
1161,data/training\Actor_01\01_01_02_01_dogs-sitting_fear.wav,fear
1162,data/training\Actor_01\01_01_02_01_kids-talking_fear.wav,fear
1163,data/training\Actor_01\01_01_02_02_dogs-sitting_fear.wav,fear
1164,data/training\Actor_01\01_01_02_02_kids-talking_fear.wav,fear
1165,data/training\Actor_01\01_02_01_01_dogs-sitting_fear.wav,fear
1166,data/training\Actor_01\01_02_01_01_kids-talking_fear.wav,fear
1167,data/training\Actor_01\01_02_01_02_dogs-sitting_fear.wav,fear
1168,data/training\Actor_01\01_02_01_02_kids-talking_fear.wav,fear
1169,data/training\Actor_01\01_02_02_01_dogs-sitting_fear.wav,fear
